_id,name,id,nametype,recclass,mass (g),fall,year,reclat,reclong,GeoLocation
659f34b2c72de7d60a624406,Acfer 314,322,Valid,H6,169,Found,1992,27.66389,4.09806,"(27.66389, 4.09806)"
659f34b2c72de7d60a624407,Acfer 313,321,Valid,H5,78,Found,1992,27.60056,3.99556,"(27.60056, 3.99556)"
659f34b2c72de7d60a624408,Acfer 315,323,Valid,L/LL6,506,Found,1992,27.69972,4.18611,"(27.69972, 4.18611)"
659f34b2c72de7d60a624409,Acfer 316,324,Valid,H6,126,Found,1992,27.6875,4.245,"(27.6875, 4.245)"
659f34b2c72de7d60a62440a,Dominion Range 03244,32596,Valid,LL5,91.3,Found,2002,,,
659f34b2c72de7d60a62440b,Acfer 317,325,Valid,H5,878,Found,1992,27.59278,4.40139,"(27.59278, 4.40139)"
659f34b2c72de7d60a62440c,Acfer 318,326,Valid,H5,292,Found,1992,27.55028,3.99806,"(27.55028, 3.99806)"
659f34b2c72de7d60a62440d,Acfer 319,327,Valid,L6,2393,Found,1992,27.55194,3.81611,"(27.55194, 3.81611)"
659f34b2c72de7d60a62440e,Acfer 320,328,Valid,H5,167,Found,1992,27.46056,3.88806,"(27.46056, 3.88806)"
659f34b2c72de7d60a62440f,Acfer 321,329,Valid,H5,157,Found,2001,27.5455,4.06117,"(27.5455, 4.06117)"
659f34b2c72de7d60a624410,Acfer 322,330,Valid,L5,25,Found,2001,27.55917,4.093,"(27.55917, 4.093)"
659f34b2c72de7d60a624411,Acfer 323,331,Valid,LL5,117,Found,2001,27.503,3.8795,"(27.503, 3.8795)"
659f34b2c72de7d60a624412,Acfer 324,30428,Valid,CR2,69,Found,2001,27.50083,3.86983,"(27.50083, 3.86983)"
659f34b2c72de7d60a624413,Acfer 325,332,Valid,LL6,32,Found,1989,27.5,3.61667,"(27.5, 3.61667)"
659f34b2c72de7d60a624414,Acfer 326,333,Valid,L6,139,Found,1989,27.5,3.61667,"(27.5, 3.61667)"
659f34b2c72de7d60a624415,Acfer 327,334,Valid,H5,745.22,Found,2001,27.73333,4.43333,"(27.73333, 4.43333)"
659f34b2c72de7d60a624416,Acfer 328,335,Valid,CV3,180.07,Found,2001,27.73333,4.21667,"(27.73333, 4.21667)"
659f34b2c72de7d60a624417,Acfer 329,336,Valid,L4/5,30000,Found,2001,27.58333,4.1,"(27.58333, 4.1)"
659f34b2c72de7d60a624418,Acfer 330,337,Valid,L6,490,Found,2001,27.65,4.03333,"(27.65, 4.03333)"
659f34b2c72de7d60a62441a,Acfer 333,340,Valid,CO3,489,Found,2001,27.56667,4.06667,"(27.56667, 4.06667)"
659f34b2c72de7d60a624419,Acfer 331,338,Valid,CM2,750,Found,2001,27.58333,4.01667,"(27.58333, 4.01667)"
659f34b2c72de7d60a62441b,Acfer 332,339,Valid,CO3,115.02,Found,2001,27.73333,4.13333,"(27.73333, 4.13333)"
659f34b2c72de7d60a62441c,Acfer 335,342,Valid,H4,261,Found,2002,27.73333,4.43333,"(27.73333, 4.43333)"
659f34b2c72de7d60a62441d,Acfer 334,341,Valid,L6,211.25,Found,2002,27.65,4.38333,"(27.65, 4.38333)"
659f34b2c72de7d60a62441e,Acfer 336,343,Valid,L3.8,19400,Found,2002,27.61667,4.06667,"(27.61667, 4.06667)"
659f34b2c72de7d60a62441f,Acfer 337,344,Valid,L3.8,360,Found,2002,27.68333,4.26667,"(27.68333, 4.26667)"
659f34b2c72de7d60a624420,Acfer 338,345,Valid,H6,377.6,Found,2002,27.71667,4.26667,"(27.71667, 4.26667)"
659f34b2c72de7d60a624421,Acfer 339,346,Valid,H5,400,Found,2002,27.55,4.2,"(27.55, 4.2)"
659f34b2c72de7d60a624422,Acfer 340,347,Valid,L5,173.15,Found,2002,27.58333,4.3,"(27.58333, 4.3)"
659f34b2c72de7d60a624423,Acfer 341,32781,Valid,L3,132,Found,2002,27.46667,3.83333,"(27.46667, 3.83333)"
659f34b2c72de7d60a624424,Acfer 342,348,Valid,L6,1276,Found,2002,27.59056,4.66278,"(27.59056, 4.66278)"
659f34b2c72de7d60a624425,Acfer 343,349,Valid,H3-5,140,Found,2002,27.619722,4.265,"(27.619722, 4.265)"
659f34b2c72de7d60a624426,Acfer 344,350,Valid,H3,410,Found,2002,27.73333,4.19833,"(27.73333, 4.19833)"
659f34b2c72de7d60a624427,Acfer 345,351,Valid,LL5,53,Found,2002,27.46472,3.81417,"(27.46472, 3.81417)"
659f34b2c72de7d60a624428,Acfer 346,352,Valid,LL6,546,Found,2002,27.59056,4.66278,"(27.59056, 4.66278)"
659f34b2c72de7d60a624429,Acfer 347,353,Valid,L3,1165,Found,2001,27.68333,4.3,"(27.68333, 4.3)"
659f34b2c72de7d60a62442a,Acfer 348,354,Valid,L5,8750,Found,2001,27.97933,4.27817,"(27.97933, 4.27817)"
659f34b2c72de7d60a62442b,Acfer 349,355,Valid,H6,298,Found,2001,27.84067,4.31433,"(27.84067, 4.31433)"
659f34b2c72de7d60a62442d,Acfer 351,357,Valid,L6,211,Found,2001,27.7,4.13333,"(27.7, 4.13333)"
659f34b2c72de7d60a62442c,Acfer 350,356,Valid,H4,128,Found,2001,27.672,4.52633,"(27.672, 4.52633)"
659f34b2c72de7d60a62442e,Acfer 352,358,Valid,L5,873,Found,2001,27.76667,4.01667,"(27.76667, 4.01667)"
659f34b2c72de7d60a62442f,Acfer 353,359,Valid,Eucrite-cm,11935,Found,2001,27.48917,3.89,"(27.48917, 3.89)"
659f34b2c72de7d60a624430,Acfer 354,360,Valid,LL5,252,Found,2001,27.5005,3.88233,"(27.5005, 3.88233)"
659f34b2c72de7d60a624431,Acfer 355,361,Valid,LL5,161,Found,2002,27.58967,3.781,"(27.58967, 3.781)"
659f34b2c72de7d60a624432,Acfer 356,362,Valid,EL6,120,Found,2002,27.61233,4.5285,"(27.61233, 4.5285)"
659f34b2c72de7d60a624433,Acfer 357,363,Valid,LL5,62,Found,2001,27.50083,4.87467,"(27.50083, 4.87467)"
659f34b2c72de7d60a624434,Acfer 358,364,Valid,H6,70,Found,2002,27.76667,4.41667,"(27.76667, 4.41667)"
659f34b2c72de7d60a624435,Acfer 359,365,Valid,H6,67,Found,2002,27.7,4.48333,"(27.7, 4.48333)"
659f34b2c72de7d60a624436,Acfer 360,30430,Valid,Ureilite,68,Found,2002,27.48333,3.76667,"(27.48333, 3.76667)"
659f34b2c72de7d60a624437,Acfer 361,366,Valid,H4,138,Found,2002,27.42958,3.87135,"(27.42958, 3.87135)"
659f34b2c72de7d60a624438,Acfer 362,367,Valid,H5,242.8,Found,2002,27.4778,3.70165,"(27.4778, 3.70165)"
659f34b2c72de7d60a624439,Acfer 363,368,Valid,LL4,389.9,Found,2002,27.58163,4.29388,"(27.58163, 4.29388)"
659f34b2c72de7d60a62443a,Acfer 364,30431,Valid,LL6,656,Found,2002,27.7,4.51667,"(27.7, 4.51667)"
659f34b2c72de7d60a62443b,Acfer 365,30432,Valid,L5,1456,Found,2002,27.60933,3.93567,"(27.60933, 3.93567)"
659f34b2c72de7d60a62443c,Acfer 366,32782,Valid,CH3,1456,Found,2002,26.60933,3.93567,"(26.60933, 3.93567)"
659f34b2c72de7d60a62443d,Acfer 367,30433,Valid,H5,410,Found,2002,27.68433,4.42917,"(27.68433, 4.42917)"
659f34b2c72de7d60a62443e,Acfer 368,30434,Valid,H4,126,Found,2002,27.68883,4.386,"(27.68883, 4.386)"
659f34b2c72de7d60a62443f,Acfer 369,30435,Valid,H4,122,Found,2002,27.667,4.64833,"(27.667, 4.64833)"
659f34b2c72de7d60a624440,Acfer 370,32783,Valid,Chondrite-ung,129,Found,2002,27.6725,4.35667,"(27.6725, 4.35667)"
659f34b2c72de7d60a624441,Acfer 371,34017,Valid,L5,9608,Found,2002,27.67817,4.46533,"(27.67817, 4.46533)"
659f34b2c72de7d60a624443,Acfer 373,30437,Valid,H5,128,Found,2002,26.62583,3.94433,"(26.62583, 3.94433)"
659f34b2c72de7d60a624442,Acfer 372,30436,Valid,LL6,238,Found,2002,26.61167,3.887,"(26.61167, 3.887)"
659f34b2c72de7d60a624444,Acfer 374,32784,Valid,CO3,118,Found,2002,26.60867,4.053,"(26.60867, 4.053)"
659f34b2c72de7d60a624445,Acfer 375,30438,Valid,LL6,495,Found,2002,27.5085,3.76383,"(27.5085, 3.76383)"
659f34b2c72de7d60a624446,Acfer 376,30439,Valid,H6,132,Found,2002,27.6395,3.935,"(27.6395, 3.935)"
659f34b2c72de7d60a624447,Acfer 377,30440,Valid,L4,132,Found,2002,27.6625,3.97683,"(27.6625, 3.97683)"
659f34b2c72de7d60a624448,Acfer 378,35480,Valid,LL6,1320,Found,2003,27.4,3.75,"(27.4, 3.75)"
659f34b2c72de7d60a624449,Acfer 379,35338,Valid,H4,14764,Found,2004,27.4114,3.70467,"(27.4114, 3.70467)"
659f34b2c72de7d60a62444a,Acfer 380,35481,Valid,H5,849,Found,2002,27.76667,4.41667,"(27.76667, 4.41667)"
659f34b2c72de7d60a62444b,Acfer 381,35482,Valid,L6,292,Found,2002,27.7,4.45,"(27.7, 4.45)"
659f34b2c72de7d60a62444c,Acfer 382,35483,Valid,H5,101,Found,2002,27.63333,3.93333,"(27.63333, 3.93333)"
659f34b2c72de7d60a62444e,Acfer 387,44852,Valid,H4-6,177,Found,2004,27.558,4.015,"(27.558, 4.015)"
659f34b2c72de7d60a62444d,Acfer 386,44851,Valid,L5,200,Found,2004,27.36017,3.7,"(27.36017, 3.7)"
659f34b2c72de7d60a62444f,Acfer 388,44853,Valid,H4,1072,Found,2004,27.61667,3.86667,"(27.61667, 3.86667)"
659f34b2c72de7d60a624450,Acfer 389,44854,Valid,H5,397,Found,2004,27.504,3.68167,"(27.504, 3.68167)"
659f34b2c72de7d60a624451,Acfer 390,44855,Valid,H4,578,Found,2004,27.5025,3.693,"(27.5025, 3.693)"
659f34b2c72de7d60a624452,Acfer 391,53622,Valid,H4,388,Found,2004,27.59617,4.172,"(27.59617, 4.172)"
659f34b2c72de7d60a624453,Acfer 392,54591,Valid,H~5,74,Found,1997,27.51667,3.86667,"(27.51667, 3.86667)"
659f34b2c72de7d60a624454,Acfer 393,54592,Valid,H~6,74,Found,1997,27.58333,4.03333,"(27.58333, 4.03333)"
659f34b2c72de7d60a624455,Acfer 394,53886,Valid,CR2,364,Found,2001,27.51867,3.88033,"(27.51867, 3.88033)"
659f34b2c72de7d60a624456,Acfer 395,53887,Valid,CR2,394,Found,2001,27.50917,3.88767,"(27.50917, 3.88767)"
659f34b2c72de7d60a624458,Acfer 397,53889,Valid,CR2,105,Found,2001,27.509,3.89583,"(27.509, 3.89583)"
659f34b2c72de7d60a624457,Acfer 396,53888,Valid,CR2,148,Found,2001,27.512,3.89783,"(27.512, 3.89783)"
659f34b2c72de7d60a624459,Acfer 399,55263,Valid,CR2,89,Found,2001,27.50267,3.8725,"(27.50267, 3.8725)"
659f34b2c72de7d60a62445a,Acfer 398,55262,Valid,CR2,97,Found,2001,27.50217,3.86083,"(27.50217, 3.86083)"
659f34b2c72de7d60a62445b,Acfer 400,55264,Valid,CR2,101,Found,2001,27.50083,3.86617,"(27.50083, 3.86617)"
659f34b2c72de7d60a62445c,Acfer 401,56305,Valid,L5,9,Found,2002,27.68917,4.44267,"(27.68917, 4.44267)"
659f34b2c72de7d60a62445e,Ackerly,55379,Valid,L5,3046,Found,1995,32.59033,-101.77217,"(32.59033, -101.77217)"
659f34b2c72de7d60a624469,Adrar 001,381,Valid,H4/5,1917,Found,1990,28.05,0.16667,"(28.05, 0.16667)"
659f34b2c72de7d60a62446a,Adrar 002,382,Valid,L5,407,Found,1990,27.81667,0.13333,"(27.81667, 0.13333)"
659f34b2c72de7d60a624463,Adam Talha,44856,Valid,LL3.2,259.3,Found,2005,22.9935,-10.15367,"(22.9935, -10.15367)"
659f34b2c72de7d60a62446b,Adrar 003,383,Valid,L/LL3.10,287,Found,1990,27.13333,0.2,"(27.13333, 0.2)"
659f34b2c72de7d60a62446c,Adrar Bous,384,Valid,EL5,360,Found,2001,20.5,9.0,"(20.5, 9.0)"
659f34b2c72de7d60a62446d,Adrar Chiriet,44703,Valid,L6,926,Found,2003,19.64008,9.35545,"(19.64008, 9.35545)"
659f34b2c72de7d60a62446e,Adrar Madet,385,Valid,H5/6,1113,Found,1997,18.5,10.4,"(18.5, 10.4)"
659f34b2c72de7d60a62446f,Adrar Madet 002,386,Valid,LL3,2200,Found,2002,18.61042,10.4941,"(18.61042, 10.4941)"
659f34b2c72de7d60a624470,Adrar Yaouelt,387,Valid,H5,2730,Found,2002,17.67987,10.03503,"(17.67987, 10.03503)"
659f34b2c72de7d60a624474,Agoudal,57354,Valid,"Iron, IIAB",100000,Found,2000,31.98457,-5.51528,"(31.98457, -5.51528)"
659f34b2c72de7d60a624475,Agoult,395,Valid,Eucrite,82,Found,2000,30.55,-4.9,"(30.55, -4.9)"
659f34b2c72de7d60a624478,Aguemour 001,400,Valid,H5,896,Found,1990,26.96667,4.45,"(26.96667, 4.45)"
659f34b2c72de7d60a624479,Aguemour 002,401,Valid,L6,236,Found,1990,26.96667,4.4,"(26.96667, 4.4)"
659f34b2c72de7d60a62447a,Aguemour 003,402,Valid,L6,809,Found,1990,27.36667,4.5,"(27.36667, 4.5)"
659f34b2c72de7d60a62447b,Aguemour 004,403,Valid,H5,1137,Found,1990,27.33333,4.5,"(27.33333, 4.5)"
659f34b2c72de7d60a62447c,Aguemour 005,404,Valid,H5,859,Found,1991,27.43583,4.63861,"(27.43583, 4.63861)"
659f34b2c72de7d60a62447d,Aguemour 006,405,Valid,L6,435,Found,1992,27.57639,4.52528,"(27.57639, 4.52528)"
659f34b2c72de7d60a62447e,Aguemour 007,406,Valid,H4,334,Found,1992,27.50778,4.60167,"(27.50778, 4.60167)"
659f34b2c72de7d60a62447f,Aguemour 008,407,Valid,L4,79,Found,1992,27.47889,4.19806,"(27.47889, 4.19806)"
659f34b2c72de7d60a624480,Aguemour 009,408,Valid,L3.8,1446,Found,1992,27.42861,4.12417,"(27.42861, 4.12417)"
659f34b2c72de7d60a624481,Aguemour 010,409,Valid,H5,367,Found,1993,27.36056,4.94472,"(27.36056, 4.94472)"
659f34b2c72de7d60a624482,Aguemour 011,410,Valid,H4,207,Found,1993,27.35028,4.2025,"(27.35028, 4.2025)"
659f34b2c72de7d60a624483,Aguemour 012,411,Valid,H5,347,Found,1993,27.5175,4.19111,"(27.5175, 4.19111)"
659f34b2c72de7d60a624484,Aguemour 013,412,Valid,L5,364,Found,1993,27.56972,4.52556,"(27.56972, 4.52556)"
659f34b2c72de7d60a624485,Aguemour 014,413,Valid,L5,167,Found,1993,27.57806,4.3225,"(27.57806, 4.3225)"
659f34b2c72de7d60a624486,Aguemour 016,415,Valid,L5,177,Found,1993,27.59167,4.31694,"(27.59167, 4.31694)"
659f34b2c72de7d60a624487,Aguemour 017,416,Valid,L6,1000,Found,2001,27.4,4.35,"(27.4, 4.35)"
659f34b2c72de7d60a624488,Aguemour 015,414,Valid,L4,1106,Found,1993,27.50972,4.16111,"(27.50972, 4.16111)"
659f34b2c72de7d60a62448d,Akmolla,429,Valid,H4,114,Found,1988,39.53833,59.55833,"(39.53833, 59.55833)"
659f34b2c72de7d60a624490,Al Alamayn,35484,Valid,H5,13.31,Found,2005,30.70952,28.9698,"(30.70952, 28.9698)"
659f34b2c72de7d60a624491,Al Haggounia 001,44857,Valid,Aubrite,3000000,Found,2006,27.5,-12.5,"(27.5, -12.5)"
659f34b2c72de7d60a624492,Al Huqf 001,434,Valid,L4,41.5,Found,2000,19.42,57.18833,"(19.42, 57.18833)"
659f34b2c72de7d60a624493,Al Huqf 002,435,Valid,H5,81.4,Found,2000,19.27167,57.38667,"(19.27167, 57.38667)"
659f34b2c72de7d60a624494,Al Huqf 003,436,Valid,L4,115.42,Found,2002,19.50695,57.11952,"(19.50695, 57.11952)"
659f34b2c72de7d60a624495,Al Huqf 004,437,Valid,L5,260.22,Found,2002,19.54482,57.09807,"(19.54482, 57.09807)"
659f34b2c72de7d60a624498,Al Huqf 007,440,Valid,L5,1042.7,Found,2002,19.84128,57.00953,"(19.84128, 57.00953)"
659f34b2c72de7d60a624496,Al Huqf 005,438,Valid,L6,763.29,Found,2002,19.84057,57.00848,"(19.84057, 57.00848)"
659f34b2c72de7d60a624497,Al Huqf 006,439,Valid,L6,1861.21,Found,2002,19.84067,57.00842,"(19.84067, 57.00842)"
659f34b2c72de7d60a624499,Al Huqf 008,441,Valid,L6,1074.3,Found,2002,19.84203,57.00747,"(19.84203, 57.00747)"
659f34b2c72de7d60a62449a,Al Huqf 009,442,Valid,H4,39.83,Found,2002,19.8423,57.00013,"(19.8423, 57.00013)"
659f34b2c72de7d60a62449b,Al Huqf 010,443,Valid,L6,41539.3,Found,2002,19.86785,57.0028,"(19.86785, 57.0028)"
659f34b2c72de7d60a62449c,Al Huqf 011,444,Valid,L6,8056,Found,2002,19.86607,57.0032,"(19.86607, 57.0032)"
659f34b2c72de7d60a62449d,Al Huqf 012,445,Valid,L6,402.75,Found,2003,19.80252,57.32137,"(19.80252, 57.32137)"
659f34b2c72de7d60a62449e,Al Huqf 050,35485,Valid,H4,1066.2,Found,2002,19.60308,57.03332,"(19.60308, 57.03332)"
659f34b2c72de7d60a62449f,Al Huqf 051,35486,Valid,L6,402.75,Found,2003,19.80252,57.32137,"(19.80252, 57.32137)"
659f34b2c72de7d60a6244a0,Al Huqf 052,45822,Valid,H~5,1319.4,Found,2001,19.65675,57.0433,"(19.65675, 57.0433)"
659f34b2c72de7d60a6244a1,Al Huqf 053,45823,Valid,H~5,854.7,Found,2001,19.61287,57.27038,"(19.61287, 57.27038)"
659f34b2c72de7d60a6244a2,Al Huqf 054,45824,Valid,L~6,2936.5,Found,2001,19.61612,57.2698,"(19.61612, 57.2698)"
659f34b2c72de7d60a6244a4,Al Huqf 056,45826,Valid,H5,124,Found,2001,19.66453,57.3334,"(19.66453, 57.3334)"
659f34b2c72de7d60a6244a3,Al Huqf 055,45825,Valid,H4,1865.6,Found,2001,19.64073,57.28857,"(19.64073, 57.28857)"
659f34b2c72de7d60a6244a5,Al Huqf 057,45827,Valid,H5,105.3,Found,2001,19.53112,57.08427,"(19.53112, 57.08427)"
659f34b2c72de7d60a6244a6,Al Huqf 058,45828,Valid,L~6,97.7,Found,2001,19.3421,57.1693,"(19.3421, 57.1693)"
659f34b2c72de7d60a6244a7,Al Huqf 059,45829,Valid,L~3,362.7,Found,2001,19.31468,57.27343,"(19.31468, 57.27343)"
659f34b2c72de7d60a6244a8,Al Huqf 062,45831,Valid,H~4,50.7,Found,2001,19.40772,57.29878,"(19.40772, 57.29878)"
659f34b2c72de7d60a6244a9,Al Huqf 060,45830,Valid,L~6,913.1,Found,2001,19.40518,57.26818,"(19.40518, 57.26818)"
659f34b2c72de7d60a6244aa,Al Huqf 063,45832,Valid,L6,591.8,Found,2006,19.44533,57.02345,"(19.44533, 57.02345)"
659f34b2c72de7d60a6244ab,Al Huqf 064,48536,Valid,H4,12834,Found,2002,19.40412,57.27497,"(19.40412, 57.27497)"
659f34b2c72de7d60a6244ac,Al Huqf 065,48537,Valid,L6,2084.16,Found,2007,19.32092,57.22977,"(19.32092, 57.22977)"
659f34b2c72de7d60a6244ad,Al Huqf 066,48538,Valid,L4,150.057,Found,2007,19.51053,57.1292,"(19.51053, 57.1292)"
659f34b2c72de7d60a6244af,Al Huqf 068,51922,Valid,L3,165.4,Found,2009,19.14025,57.58427,"(19.14025, 57.58427)"
659f34b2c72de7d60a6244b0,Al Huqf 069,51923,Valid,H4/5,250.5,Found,2009,19.26795,57.13412,"(19.26795, 57.13412)"
659f34b2c72de7d60a6244ae,Al Huqf 067,51921,Valid,H4,61.6,Found,2009,19.22597,57.54063,"(19.22597, 57.54063)"
659f34b2c72de7d60a6244b4,Al Huwaysah 003,55405,Valid,L4-6,273.05,Found,2010,22.74862,55.37323,"(22.74862, 55.37323)"
659f34b2c72de7d60a6244b5,Al Huwaysah 004,55406,Valid,H5,141.51,Found,2010,22.74733,55.39522,"(22.74733, 55.39522)"
659f34b2c72de7d60a6244b6,Al Huwaysah 005,55636,Valid,L(LL)3.5-3.7,1228.1,Found,2010,22.73342,55.33122,"(22.73342, 55.33122)"
659f34b2c72de7d60a6244b7,Al Huwaysah 006,55407,Valid,L6,16.41,Found,2010,22.73743,55.3191,"(22.73743, 55.3191)"
659f34b2c72de7d60a6244b8,Al Huwaysah 007,55408,Valid,L6,1.56,Found,2010,22.73393,55.3204,"(22.73393, 55.3204)"
659f34b2c72de7d60a6244b2,Al Huwaysah 001,55403,Valid,LL6,3150.5,Found,2009,22.80487,55.32742,"(22.80487, 55.32742)"
659f34b2c72de7d60a6244b9,Al Huwaysah 008,55409,Valid,H4,356.2,Found,2010,22.73797,55.32125,"(22.73797, 55.32125)"
659f34b2c72de7d60a6244ba,Al Huwaysah 009,55410,Valid,H6,3407.8,Found,2010,22.75747,55.41402,"(22.75747, 55.41402)"
659f34b2c72de7d60a6244bc,Al Huwaysah 011,55411,Valid,L4-5,112.76,Found,2010,22.75978,55.3908,"(22.75978, 55.3908)"
659f34b2c72de7d60a6244bb,Al Huwaysah 010,55637,Valid,Achondrite-ung,1411.8,Found,2010,22.74868,55.47218,"(22.74868, 55.47218)"
659f34b2c72de7d60a6244b1,Al Huqf 070,51937,Valid,L4,2632.8,Found,2009,19.18798,57.10978,"(19.18798, 57.10978)"
659f34b2c72de7d60a6244be,Al Huwaysah 013,56408,Valid,H6,55.51,Found,2010,22.68423,55.33652,"(22.68423, 55.33652)"
659f34b2c72de7d60a6244bf,Al Huwaysah 014,55413,Valid,H6,45.52,Found,2010,22.68598,55.32092,"(22.68598, 55.32092)"
659f34b2c72de7d60a6244c0,Al Huwaysah 015,56409,Valid,H6,35.3,Found,2010,22.68922,55.32087,"(22.68922, 55.32087)"
659f34b2c72de7d60a6244c1,Al Huwaysah 016,55414,Valid,H5,1330.9,Found,2010,22.69813,55.3336,"(22.69813, 55.3336)"
659f34b2c72de7d60a6244c3,Alaer 001,49713,Valid,LL5,1.7,Found,2007,40.33333,81.25,"(40.33333, 81.25)"
659f34b2c72de7d60a6244c2,Al Huwaysah 017,55415,Valid,L6,439.58,Found,2010,22.73852,55.36247,"(22.73852, 55.36247)"
659f34b2c72de7d60a6244bd,Al Huwaysah 012,55412,Valid,H5,4694.9,Found,2010,22.67752,55.34027,"(22.67752, 55.34027)"
659f34b2c72de7d60a6244b3,Al Huwaysah 002,55404,Valid,LL6,690.5,Found,2009,22.79853,55.31673,"(22.79853, 55.31673)"
659f34b2c72de7d60a6244c4,Alaer 002,49714,Valid,LL5,1.1,Found,2007,40.33333,81.25,"(40.33333, 81.25)"
659f34b2c72de7d60a6244cb,Aldama (a),459,Valid,"Iron, IIIAB",11000,Found,1985,28.83333,-105.86667,"(28.83333, -105.86667)"
659f34b2c72de7d60a6244d6,Alkali Flat,55662,Valid,L5,28,Found,2011,32.306,-108.9038,"(32.306, -108.9038)"
659f34b2c72de7d60a6244d8,Allan Hills 03541,35731,Valid,H5,1053.5,Found,2003,,,
659f34b2c72de7d60a6244d9,Allan Hills 03542,35732,Valid,L6,20.4,Found,2003,,,
659f34b2c72de7d60a6244da,Allan Hills 06001,44858,Valid,H5,128.1,Found,2006,-76.71695,158.76862,"(-76.71695, 158.76862)"
659f34b2c72de7d60a6244db,Allan Hills 06002,44859,Valid,H~5,119.2,Found,2006,-76.74253,158.84305,"(-76.74253, 158.84305)"
659f34b2c72de7d60a6244dc,Allan Hills 06003,44860,Valid,H~5,25,Found,2006,-76.71128,158.79283,"(-76.71128, 158.79283)"
659f34b2c72de7d60a6244dd,Allan Hills 06004,44861,Valid,H~5,61.7,Found,2006,-76.70522,158.77838,"(-76.70522, 158.77838)"
659f34b2c72de7d60a6244de,Allan Hills 06005,44862,Valid,H~5,6,Found,2006,-76.70522,158.77838,"(-76.70522, 158.77838)"
659f34b2c72de7d60a6244e0,Allan Hills 06007,44864,Valid,H5,226.3,Found,2006,-76.70552,158.77583,"(-76.70552, 158.77583)"
659f34b2c72de7d60a6244df,Allan Hills 06006,44863,Valid,H~5,280.9,Found,2006,-76.70558,158.77587,"(-76.70558, 158.77587)"
659f34b2c72de7d60a6244e1,Allan Hills 06008,44865,Valid,H~5,120,Found,2006,-76.70552,158.77485,"(-76.70552, 158.77485)"
659f34b2c72de7d60a6244e2,Allan Hills 06009,44866,Valid,H~5,28.6,Found,2006,-76.71215,158.77527,"(-76.71215, 158.77527)"
659f34b2c72de7d60a6244e3,Allan Hills 06010,44867,Valid,H~5,1.08,Found,2006,-76.71263,158.77862,"(-76.71263, 158.77862)"
659f34b2c72de7d60a6244e4,Allan Hills 06011,44868,Valid,H~5,24.3,Found,2006,-76.71255,158.7786,"(-76.71255, 158.7786)"
659f34b2c72de7d60a6244e6,Allan Hills 09001,55346,Valid,L5/6,0.5,Found,2009,-76.74403,159.37238,"(-76.74403, 159.37238)"
659f34b2c72de7d60a6244e5,Allan Hills 06012,44869,Valid,H5,91,Found,2006,-76.71733,158.77398,"(-76.71733, 158.77398)"
659f34b2c72de7d60a6244e8,Allan Hills 09003,55348,Valid,L6,15.5,Found,2009,-76.74245,159.37458,"(-76.74245, 159.37458)"
659f34b2c72de7d60a6244e7,Allan Hills 09002,55347,Valid,L6,71.6,Found,2009,-76.74245,159.37458,"(-76.74245, 159.37458)"
659f34b2c72de7d60a6244e9,Allan Hills 09004,52119,Valid,Howardite,221.7,Found,2009,0.0,0.0,"(0.0, 0.0)"
659f34b2c72de7d60a6244cc,Aldama (b),460,Valid,H5,66.5,Found,1996,25.05,-106.0,"(25.05, -106.0)"
659f34b2c72de7d60a6244ec,Allan Hills 09009,55800,Valid,L6,24.8,Found,2009,0.0,0.0,"(0.0, 0.0)"
659f34b2c72de7d60a6244ea,Allan Hills 09005,55797,Valid,L5,122.3,Found,2009,0.0,0.0,"(0.0, 0.0)"
659f34b2c72de7d60a6244d5,Alkali,474,Valid,H6,30.47,Found,1998,37.86667,-117.4,"(37.86667, -117.4)"
659f34b2c72de7d60a6244ed,Allan Hills 09012,55794,Valid,L6,18.1,Found,2009,0.0,0.0,"(0.0, 0.0)"
659f34b2c72de7d60a6244eb,Allan Hills 09006,55798,Valid,H5,104.3,Found,2009,0.0,0.0,"(0.0, 0.0)"
659f34b2c72de7d60a6244f0,Allan Hills 09013,55795,Valid,L6,25.5,Found,2009,0.0,0.0,"(0.0, 0.0)"
659f34b2c72de7d60a6244f1,Allan Hills 09011,55802,Valid,LL6,14.2,Found,2009,0.0,0.0,"(0.0, 0.0)"
659f34b2c72de7d60a6244f2,Allan Hills 09014,55796,Valid,L5,30.2,Found,2009,0.0,0.0,"(0.0, 0.0)"
659f34b2c72de7d60a6244f3,Allan Hills 10910,56771,Valid,L5,444.1,Found,2010,0.0,0.0,"(0.0, 0.0)"
659f34b2c72de7d60a6244f5,Allan Hills 10912,56773,Valid,H6,60.3,Found,2010,0.0,0.0,"(0.0, 0.0)"
659f34b2c72de7d60a624523,Allan Hills 83001,521,Valid,L4,1568.6,Found,1983,-76.72109,158.73715,"(-76.72109, 158.73715)"
659f34b2c72de7d60a6244f4,Allan Hills 10911,56772,Valid,L6,218.9,Found,2010,0.0,0.0,"(0.0, 0.0)"
659f34b2c72de7d60a624524,Allan Hills 83002,522,Valid,L5,367.1,Found,1983,-76.71158,158.77453,"(-76.71158, 158.77453)"
659f34b2c72de7d60a6244ee,Allan Hills 09008,55799,Valid,H5,31.3,Found,2009,0.0,0.0,"(0.0, 0.0)"
659f34b2c72de7d60a6244ef,Allan Hills 09010,55801,Valid,L3.4,2.6,Found,2009,0.0,0.0,"(0.0, 0.0)"
